                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    130,                0.58093,                 0.6069,                0.87636,                0.83609,                0.87133,                0.96474,                 0.7183,                0.86356,                0.71196,                0.94852,             0.00032475,             0.00032475,             0.00032475
                    131,                0.57382,                0.59793,                0.88158,                0.94127,                0.77416,                0.90949,                0.66254,                0.94294,                0.76226,                0.98411,             0.00032389,             0.00032389,             0.00032389
                    132,                0.59375,                 0.6127,                0.88059,                0.90699,                0.84862,                0.91504,                0.68631,                 0.8408,                0.67841,                0.93923,             0.00032303,             0.00032303,             0.00032303
                    133,                0.57839,                0.61574,                0.87871,                 0.8978,                0.86447,                0.91819,                0.68757,                0.84018,                0.66297,                0.94295,             0.00032217,             0.00032217,             0.00032217
                    134,                0.58774,                0.60383,                0.87747,                0.90422,                0.87035,                0.91716,                0.68765,                0.82736,                0.64455,                0.93893,             0.00032131,             0.00032131,             0.00032131
                    135,                0.60893,                0.61574,                0.87992,                0.93548,                0.83375,                0.91275,                0.70129,                0.81866,                0.68408,                 0.9329,             0.00032045,             0.00032045,             0.00032045
                    136,                0.60372,                 0.6514,                0.88916,                0.89638,                0.84219,                0.91801,                0.70239,                0.82892,                  0.727,                  0.933,             0.00031959,             0.00031959,             0.00031959
                    137,                0.59469,                0.62317,                0.88693,                0.91662,                0.84778,                0.92948,                0.71112,                0.80426,                0.70195,                0.92223,             0.00031872,             0.00031872,             0.00031872
                    138,                0.56032,                0.59848,                0.87965,                0.83696,                0.86974,                0.95405,                0.70293,                0.82311,                0.69917,                0.93333,             0.00031786,             0.00031786,             0.00031786
                    139,                0.55039,                0.58479,                0.87657,                0.83597,                0.87257,                0.95657,                0.72722,                0.80445,                 0.6771,                0.92354,               0.000317,               0.000317,               0.000317
                    140,                0.58477,                0.62191,                0.87488,                0.87581,                0.88864,                0.95957,                0.72717,                0.82033,                0.68499,                0.92699,             0.00031614,             0.00031614,             0.00031614
                    141,                0.57905,                0.59485,                0.87375,                0.90956,                0.86851,                0.96128,                0.72259,                 0.8264,                0.66593,                0.93253,             0.00031528,             0.00031528,             0.00031528
                    142,                0.56695,                0.60181,                0.88462,                0.88557,                0.87256,                0.96008,                0.73819,                0.80105,                 0.6755,                0.93499,             0.00031442,             0.00031442,             0.00031442
                    143,                0.57452,                0.59408,                0.88676,                0.87322,                0.86401,                0.96124,                0.74099,                 0.7861,                0.66828,                0.92366,             0.00031356,             0.00031356,             0.00031356
                    144,                 0.5616,                0.59015,                0.87801,                0.84159,                0.88538,                0.96886,                0.74115,                0.81491,                0.65685,                0.92674,              0.0003127,              0.0003127,              0.0003127
                    145,                0.56614,                0.57663,                0.87589,                 0.8607,                0.88659,                0.97726,                0.74903,                0.81659,                0.62223,                0.92058,             0.00031183,             0.00031183,             0.00031183
                    146,                0.58138,                0.58022,                0.87242,                0.92506,                0.85502,                0.97801,                0.74191,                0.79911,                0.60467,                0.91999,             0.00031097,             0.00031097,             0.00031097
                    147,                0.56005,                0.59105,                0.87535,                0.94323,                 0.8279,                0.97308,                0.74153,                0.79951,                0.63109,                0.92388,             0.00031011,             0.00031011,             0.00031011
                    148,                0.55109,                0.57612,                0.86821,                0.92066,                0.84101,                0.96898,                0.73381,                0.82237,                 0.6607,                0.93588,             0.00030925,             0.00030925,             0.00030925
                    149,                0.57861,                 0.5924,                0.87958,                0.93146,                0.84295,                0.97076,                0.73548,                0.83493,                0.65855,                0.93383,             0.00030839,             0.00030839,             0.00030839
                    150,                 0.5778,                0.59563,                0.87944,                0.88285,                0.86586,                0.96729,                0.71733,                0.86205,                0.68107,                0.93008,             0.00030753,             0.00030753,             0.00030753
