                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    134,                0.47198,                 0.4189,                0.86189,                0.99469,                      1,                  0.995,                0.92083,                0.40376,                0.29878,                0.76753,              0.0010555,              0.0010555,              0.0010555
                    135,                0.46979,                0.39399,                0.85842,                0.99478,                      1,                  0.995,                0.90699,                0.43666,                0.29291,                0.77457,              0.0010527,              0.0010527,              0.0010527
                    136,                0.48928,                 0.4199,                0.86635,                0.99434,                      1,                  0.995,                0.89825,                0.43078,                 0.2813,                0.77265,              0.0010499,              0.0010499,              0.0010499
                    137,                0.48391,                0.40538,                 0.8694,                0.99355,                      1,                  0.995,                0.90755,                0.42618,                0.27446,                0.77192,               0.001047,               0.001047,               0.001047
                    138,                0.48532,                0.42299,                0.86098,                0.99408,                      1,                  0.995,                0.90608,                0.44205,                0.28502,                0.77191,              0.0010442,              0.0010442,              0.0010442
                    139,                0.46188,                0.39719,                 0.8572,                0.99394,                      1,                  0.995,                0.90295,                0.43433,                0.28074,                0.77112,              0.0010414,              0.0010414,              0.0010414
                    140,                0.50175,                 0.4229,                 0.8538,                0.99441,                      1,                  0.995,                0.91687,                0.40558,                0.27003,                0.76904,              0.0010385,              0.0010385,              0.0010385
                    141,                0.46454,                0.40656,                 0.8639,                0.99461,                      1,                  0.995,                0.92088,                 0.3893,                0.26241,                0.76463,              0.0010357,              0.0010357,              0.0010357
                    142,                0.45381,                0.40806,                0.85792,                0.99454,                      1,                  0.995,                0.93368,                 0.3852,                0.28015,                0.76207,              0.0010329,              0.0010329,              0.0010329
                    143,                0.43327,                0.40278,                0.84816,                0.99461,                      1,                  0.995,                 0.9332,                0.38661,                0.28357,                0.76283,              0.0010301,              0.0010301,              0.0010301
                    144,                0.43936,                0.40202,                0.87007,                0.99403,                      1,                  0.995,                0.93126,                0.41432,                0.28214,                0.76525,              0.0010272,              0.0010272,              0.0010272
                    145,                0.46322,                0.39139,                0.84327,                0.99289,                      1,                  0.995,                0.92682,                0.42732,                0.29001,                0.76746,              0.0010244,              0.0010244,              0.0010244
                    146,                0.46461,                0.40534,                0.86555,                0.99153,                      1,                  0.995,                0.91069,                0.43941,                0.29059,                0.76884,              0.0010216,              0.0010216,              0.0010216
                    147,                0.44971,                0.38989,                0.84658,                0.98932,                      1,                  0.995,                0.91431,                0.41523,                0.27922,                0.76446,              0.0010187,              0.0010187,              0.0010187
                    148,                0.44046,                0.39674,                0.85499,                0.98925,                      1,                  0.995,                0.92676,                0.38696,                0.26808,                0.75828,              0.0010159,              0.0010159,              0.0010159
                    149,                0.46277,                 0.4015,                0.85544,                0.98956,                      1,                  0.995,                0.94201,                0.39226,                0.26573,                 0.7593,              0.0010131,              0.0010131,              0.0010131
                    150,                0.47989,                0.42793,                 0.8629,                0.99212,                      1,                  0.995,                 0.9455,                0.41117,                0.26557,                0.76332,              0.0010102,              0.0010102,              0.0010102
                    151,                0.43437,                0.38413,                0.84839,                0.99384,                      1,                  0.995,                0.91742,                0.42663,                0.27157,                0.76771,              0.0010074,              0.0010074,              0.0010074
                    152,                0.46194,                0.39166,                0.86121,                0.99472,                      1,                  0.995,                0.92464,                0.41782,                 0.2859,                0.76699,              0.0010046,              0.0010046,              0.0010046
                    153,                0.45327,                 0.4012,                0.86353,                 0.9944,                      1,                  0.995,                0.93703,                0.39535,                0.27714,                0.76388,              0.0010018,              0.0010018,              0.0010018
                    154,                0.45276,                0.38163,                0.86192,                0.99432,                      1,                  0.995,                0.93438,                0.38448,                0.25874,                0.76406,             0.00099893,             0.00099893,             0.00099893
                    155,                0.43961,                0.38981,                0.85179,                0.99476,                      1,                  0.995,                0.93134,                0.38729,                 0.2613,                 0.7657,              0.0009961,              0.0009961,              0.0009961
